Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),ID,Cycle_Index
-4.2532096,-11.9765,2.8675288e+06,synthetic_0,144
-8.473891,-19.23142,1.9114139e+06,synthetic_0,145
14.021496,5.1664643,-1.2215034e+06,synthetic_0,146
15.19904,7.7744784,231772.16,synthetic_0,147
14.822689,-30.067226,1.1079578e+06,synthetic_0,148
18.93759,18.922812,-588728.56,synthetic_0,149
9.663488,36.002525,1.3652461e+06,synthetic_0,150
15.657833,-15.8265,-3.4411365e+06,synthetic_0,151
-0.45274016,-12.354586,1.1445452e+06,synthetic_0,152
3.9821763,5.8395276,323274.28,synthetic_0,153
-1.5390921,1.0431796,-549892.7,synthetic_0,154
10.806556,0.38881508,-835882.4,synthetic_0,155
14.372624,14.54647,1.1002711e+06,synthetic_0,156
-3.8693738,-6.5670676,-156012.84,synthetic_0,157
-8.970427,-15.407167,1.2206298e+06,synthetic_0,158
3.9712584,20.91062,1.2301262e+06,synthetic_0,159
10.282171,29.838049,1.4793872e+06,synthetic_0,160
18.32477,25.641869,346976.7,synthetic_0,161
25.087543,13.008015,-1.502968e+06,synthetic_0,162
3.221235,4.867024,-594701.2,synthetic_0,163
4.6204224,-13.088093,1.4654338e+06,synthetic_0,164
4.3015413,-13.562796,413382.12,synthetic_0,165
-17.032509,-10.124063,1.6247791e+06,synthetic_0,166
19.32676,-18.172728,-2.4958012e+06,synthetic_0,167
-14.307681,1.5713862,-445504.62,synthetic_0,168
-13.963717,-13.197363,-1.1493855e+06,synthetic_0,169
-1.9715929,-15.457022,2.2079338e+06,synthetic_0,170
12.295208,21.062046,-201730.7,synthetic_0,171
-6.443256,-4.9099813,-2.1982368e+06,synthetic_0,172
10.465395,-3.5942347,1.7271385e+06,synthetic_0,173
14.9502325,-31.18214,-937851.94,synthetic_0,174
-1.908802,-10.773155,3.3283785e+06,synthetic_0,175
34.145287,16.048391,-1.4228465e+06,synthetic_0,176
0.69845825,39.540493,2.5518772e+06,synthetic_0,177
20.975525,-20.978827,-1.7257514e+06,synthetic_0,178
9.488909,-34.159264,-2.117865e+06,synthetic_0,179
-4.0204086,-3.1380136,2.1186535e+06,synthetic_0,180
4.263027,34.7845,244948.4,synthetic_0,181
3.393871,9.73219,-720975.25,synthetic_0,182
36.50356,-17.788883,-1.9368616e+06,synthetic_0,183
10.481825,-7.6735625,575011.9,synthetic_0,184
7.2341933,-11.333814,3.8263665e+06,synthetic_0,185
0.5411652,-4.733298,1.04631294e+06,synthetic_0,186
-5.5695214,37.299038,3.0907472e+06,synthetic_0,187
10.081297,-11.768899,-777877.56,synthetic_0,188
-4.080781,-13.557728,-1.1034714e+06,synthetic_0,189
11.620879,3.936507,-1.5190286e+06,synthetic_0,190
4.8871865,-6.4785066,-625021.44,synthetic_0,191
11.989545,0.60067624,-2.1945525e+06,synthetic_0,192
10.9436,-18.743988,-675032.4,synthetic_0,193
24.99466,7.749653,-2.3710338e+06,synthetic_0,194
14.972117,23.33074,2.2905658e+06,synthetic_0,195
6.2481103,16.636923,3.0587522e+06,synthetic_0,196
-25.123865,-0.89953643,473694.25,synthetic_0,197
2.3845997,7.640194,2.1684398e+06,synthetic_0,198
6.618054,9.956864,1.5858532e+06,synthetic_0,199
-20.261242,16.23838,-904301.4,synthetic_0,200
-3.6347108,24.148474,-110759.86,synthetic_0,201
-1.078371,-16.761679,3.5183915e+06,synthetic_0,202
2.1297827,24.858564,-1.2219146e+06,synthetic_0,203
-8.420229,31.524471,1.3485315e+06,synthetic_0,204
-7.7761855,-7.944528,2.6248392e+06,synthetic_0,205
7.769755,26.44558,-201456.47,synthetic_0,206
-10.411924,0.20090811,605370.4,synthetic_0,207
-16.657782,-30.811462,1.549066e+06,synthetic_0,208
3.9449046,-14.421743,1.4662822e+06,synthetic_0,209
13.680512,3.8735673,-586075.06,synthetic_0,210
34.4205,13.443604,2.4230685e+06,synthetic_0,211
26.426287,11.81089,152042.81,synthetic_0,212
19.623346,-27.131172,219999.03,synthetic_0,213
7.190127,-21.247234,345394.16,synthetic_0,214
-4.436417,13.68611,-1.2039672e+06,synthetic_0,215
13.833962,-12.024255,-252995.34,synthetic_0,216
-7.075462,-41.56495,-1.4923258e+06,synthetic_0,217
-5.4541326,1.7207851,1.3415319e+06,synthetic_0,218
13.498623,-4.128907,869587.75,synthetic_0,219
-0.13442226,23.197594,1.8666185e+06,synthetic_0,220
7.8372316,-6.854419,-788824.25,synthetic_0,221
-8.316543,18.370161,2.7947678e+06,synthetic_0,222
2.2162137,-18.41783,1.9710934e+06,synthetic_0,223
-1.0938516,16.219357,-72001.26,synthetic_0,224
-3.3674736,-0.3507534,90263.64,synthetic_0,225
4.4989653,12.090056,1.5294099e+06,synthetic_0,226
15.193164,18.942451,-4.335795e+06,synthetic_0,227
7.1615024,-36.782475,-525442.06,synthetic_0,228
2.7139497,-21.205132,1.6520455e+06,synthetic_0,229
10.255917,-31.3899,-118716.13,synthetic_0,230
13.108315,23.389181,-1.7884599e+06,synthetic_0,231
10.116899,19.8403,-394633.06,synthetic_0,232
-10.853953,-4.4053607,-44185.31,synthetic_0,233
8.994495,25.558702,-412392.8,synthetic_0,234
-5.7779527,-23.564026,3.249425e+06,synthetic_0,235
3.5073824,32.62117,-1.2070881e+06,synthetic_0,236
3.720758,-2.1017997,940419.75,synthetic_0,237
5.7490163,10.37252,2.7054012e+06,synthetic_0,238
1.2513077,15.166141,1.3417364e+06,synthetic_0,239
-1.5498867,0.19134013,1.1280952e+06,synthetic_0,240
13.899998,-2.9493735,-2.707756e+06,synthetic_0,241
-11.348938,58.36176,872095.06,synthetic_0,242
2.9248576,21.885015,2.83786e+06,synthetic_0,243
5.726554,15.076122,-236786.14,synthetic_0,244
-1.7813077,19.874994,-127797.57,synthetic_0,245
29.279606,-31.611,-1.927766e+06,synthetic_0,246
6.0716333,10.627534,1.1946995e+06,synthetic_0,247
17.319817,38.59345,754846.6,synthetic_0,248
-3.8197956,6.780301,2.2810485e+06,synthetic_0,249
7.011955,8.003245,310788.3,synthetic_0,250
-8.6341305,3.5302503,1.1698478e+06,synthetic_0,251
15.792947,-33.60684,416025.72,synthetic_0,252
-8.071119,29.5281,-913772.75,synthetic_0,253
-0.8857035,-8.500884,834652.0,synthetic_0,254
-8.984045,27.73672,-1.4527091e+06,synthetic_0,255
6.2561903,-12.634966,2.1948942e+06,synthetic_0,256
17.454494,0.7444343,-1.6759212e+06,synthetic_0,257
23.92919,-3.2581074,22002.002,synthetic_0,258
16.99115,-34.13056,1.3165516e+06,synthetic_0,259
-2.1717916,-14.254215,244926.53,synthetic_0,260
4.5631633,27.453352,-1.4886236e+06,synthetic_0,261
-3.0190144,-3.42673,878622.7,synthetic_0,262
-15.870357,-19.738817,2.2263105e+06,synthetic_0,263
1.6122663,-17.047237,1.0080374e+06,synthetic_0,264
6.837011,15.979615,571433.06,synthetic_0,265
-7.70147,5.140152,955852.0,synthetic_0,266
-1.7266083,14.568069,-1.332182e+06,synthetic_0,267
-0.1102428,-10.687213,722549.06,synthetic_0,268
7.827179,-25.104904,-335562.97,synthetic_0,269
-4.492911,3.2582982,1.4357605e+06,synthetic_0,270
-12.944566,3.8054073,4.7033765e+06,synthetic_0,271
3.3704898,-20.229067,-1.2029546e+06,synthetic_0,272
-1.6541777,1.158034,1.4515322e+06,synthetic_0,273
5.8730435,8.9891,-92855.7,synthetic_0,274
0.23549442,11.132789,1.0422952e+06,synthetic_0,275
8.394561,-5.477278,-785773.4,synthetic_0,276
17.778975,17.347416,836160.75,synthetic_0,277
-14.527917,11.989897,2.002633e+06,synthetic_0,278
-2.4519968,-0.81605417,1.0902296e+06,synthetic_0,279
14.596153,-15.063059,775327.9,synthetic_0,280
26.13208,20.009357,-618669.0,synthetic_0,281
4.10413,-8.11828,-1.8891718e+06,synthetic_0,282
-1.7400537,-12.163519,118992.586,synthetic_0,283
-4.9640346,5.007149,482788.34,synthetic_0,284
14.582235,23.802902,-2.81332e+06,synthetic_0,285
9.925212,30.320438,702411.06,synthetic_0,286
13.977744,25.057093,-1.6173055e+06,synthetic_0,287
7.613334,3.1247654,1.3377598e+06,synthetic_0,288
-12.624232,-12.832304,1.450142e+06,synthetic_0,289
1.04476,3.2520149,2.040001e+06,synthetic_0,290
8.130379,6.6489844,361390.75,synthetic_0,291
8.109653,-22.701607,-65425.555,synthetic_0,292
9.378233,18.859259,-291594.97,synthetic_0,293
4.752348,1.5646573,1.0809046e+06,synthetic_0,294
32.727894,14.247765,-1.1921589e+06,synthetic_0,295
-17.338324,14.180043,178308.39,synthetic_0,296
18.420605,-37.07892,-2.1424488e+06,synthetic_0,297
-13.249507,-0.9021438,381765.2,synthetic_0,298
6.3389764,13.71806,1.4560826e+06,synthetic_0,299
40.542778,35.82984,-2.8345602e+06,synthetic_0,300
20.901865,27.985628,890648.25,synthetic_0,301
2.0862777,13.281479,2.4509968e+06,synthetic_0,302
19.832096,40.573753,1.4561155e+06,synthetic_0,303
-14.833068,4.481104,-1.3734522e+06,synthetic_0,304
-11.578917,20.63502,389166.66,synthetic_0,305
33.500362,-4.3615956,-1.4030068e+06,synthetic_0,306
-3.6043272,33.90307,1.1306154e+06,synthetic_0,307
1.928898,2.2683165,466175.44,synthetic_0,308
5.4359336,-29.841198,-1.3160724e+06,synthetic_0,309
13.559217,23.812685,-1.3784456e+06,synthetic_0,310
6.879251,10.505348,-3.2323598e+06,synthetic_0,311
31.958784,-23.417614,125188.57,synthetic_0,312
-4.0683017,20.81786,-1.4000312e+06,synthetic_0,313
-21.795881,18.075138,-647608.56,synthetic_0,314
-6.6711497,-8.604612,3.0658758e+06,synthetic_0,315
17.439985,-1.8360542,-1.4458049e+06,synthetic_0,316
-12.640271,-7.872297,-573752.7,synthetic_0,317
30.772219,-28.004894,2.9881418e+06,synthetic_0,318
8.569803,-2.3379157,1.1897331e+06,synthetic_0,319
30.883667,-13.872034,-137239.12,synthetic_0,320
0.109401986,11.46665,2.0997025e+06,synthetic_0,321
17.08312,5.169684,-94053.99,synthetic_0,322
10.13265,0.34650484,1.5413832e+06,synthetic_0,323
-7.5430837,23.307302,1.7851764e+06,synthetic_0,324
6.944137,-0.73994476,1.245015e+06,synthetic_0,325
7.852056,5.576835,2.8655165e+06,synthetic_0,326
16.426046,-7.884581,-2.987711e+06,synthetic_0,327
-12.546821,-26.195665,2.2727648e+06,synthetic_0,328
11.98551,0.6916031,3.4921232e+06,synthetic_0,329
22.365383,3.9962296,-1.0751262e+06,synthetic_0,330
-3.2201438,12.581362,-576170.4,synthetic_0,331
14.42421,-11.285474,2.1549852e+06,synthetic_0,332
-2.9549265,6.0627728,2.5129072e+06,synthetic_0,333
-6.4518332,-26.110168,973578.56,synthetic_0,334
23.396582,-2.6134217,302367.56,synthetic_0,335
21.387964,-26.800503,624757.1,synthetic_0,336
-14.482482,-18.859116,-1.8137621e+06,synthetic_0,337
15.689702,18.676075,-1.0740815e+06,synthetic_0,338
3.7059665,6.6483335,1.6480946e+06,synthetic_0,339
-2.6510062,-24.99912,828241.25,synthetic_0,340
6.806008,-3.7254488,1.4004968e+06,synthetic_0,341
8.936921,3.1735857,2.6292985e+06,synthetic_0,342
44.097706,1.1174661,-2.0965066e+06,synthetic_0,343
22.31653,-2.8777716,-2.3645735e+06,synthetic_0,344
-5.0840697,31.717968,-354531.5,synthetic_0,345
-9.517,-11.970569,1.4073965e+06,synthetic_0,346
-1.1189756,14.715237,-518905.12,synthetic_0,347
-14.4198675,10.658876,2.0968296e+06,synthetic_0,348
13.696067,-4.877311,-3.3628982e+06,synthetic_0,349
-29.270529,40.30221,1.0438404e+06,synthetic_0,350
5.583207,-20.866974,140322.66,synthetic_0,351
-17.380857,-9.007672,1.1532524e+06,synthetic_0,352
3.4525447,-29.435055,103204.56,synthetic_0,353
-1.6123118,9.822175,-915503.25,synthetic_0,354
-0.05684324,21.503971,-3.730905e+06,synthetic_0,355
-0.5195059,-22.873785,-1.6309982e+06,synthetic_0,356
17.486263,29.413511,-619025.75,synthetic_0,357
2.0249052,28.251413,-742783.44,synthetic_0,358
14.783686,17.66041,-1.0826356e+06,synthetic_0,359
3.8368146,34.263023,-186420.06,synthetic_0,360
5.2996793,9.02545,279960.1,synthetic_0,361
7.4958973,-17.449377,-455453.3,synthetic_0,362
7.3761425,5.0045776,806753.06,synthetic_0,363
6.9574604,-15.346886,1.9748308e+06,synthetic_0,364
-1.4562201,6.2171164,-2.3510285e+06,synthetic_0,365
4.822557,-20.820847,438378.06,synthetic_0,366
14.9693,16.340767,-4.1202122e+06,synthetic_0,367
-1.2893057,13.7436905,2.4272252e+06,synthetic_0,368
9.517268,14.88057,-115129.484,synthetic_0,369
20.582481,-4.887341,-842111.06,synthetic_0,370
-5.1031575,-26.784563,517182.6,synthetic_0,371
0.11868338,1.2799677,-1.1897181e+06,synthetic_0,372
-19.123995,-3.4711087,-332499.03,synthetic_0,373
-1.3693957,36.89602,-1.8527285e+06,synthetic_0,374
22.196629,-13.033602,-1.339623e+06,synthetic_0,375
21.42565,16.883404,-2.2712852e+06,synthetic_0,376
-11.07625,7.911141,196540.36,synthetic_0,377
-1.9293766,-6.705981,53287.65,synthetic_0,378
-1.8498559,26.883507,1.2144761e+06,synthetic_0,379
7.9928956,1.8130285,-888609.94,synthetic_0,380
2.4180083,-28.287796,2.7169152e+06,synthetic_0,381
9.150034,12.972988,1.6308945e+06,synthetic_0,382
38.167606,-0.3860236,615713.4,synthetic_0,383
5.7283792,27.385029,-2.4467848e+06,synthetic_0,384
-21.797874,-11.9922285,2.4139165e+06,synthetic_0,385
19.889324,6.0996056,-1.7339668e+06,synthetic_0,386
4.9697604,-11.0449705,642839.3,synthetic_0,387
-0.6904978,-19.358505,2.5433835e+06,synthetic_0,388
5.772683,2.74819,-98126.27,synthetic_0,389
13.210943,51.82139,-460456.88,synthetic_0,390
3.5324833,22.243097,2.9437845e+06,synthetic_0,391
8.0241785,-14.700159,-375586.56,synthetic_0,392
7.1660337,-13.824104,1.03248225e+06,synthetic_0,393
-0.82284063,1.8298131,-1.6784732e+06,synthetic_0,394
19.300285,-26.532951,-1.956762e+06,synthetic_0,395
-2.7463446,-6.9953666,-2.0323251e+06,synthetic_0,396
15.668649,15.897276,-341115.88,synthetic_0,397
-2.5654683,30.485521,-615409.44,synthetic_0,398
7.3534365,13.946553,339950.5,synthetic_0,399
-1.4937739,-9.962693,3.0834482e+06,synthetic_0,400
11.727824,1.3112899,-655557.0,synthetic_0,401
11.313951,13.24723,2.2786192e+06,synthetic_0,402
-6.045977,16.692299,1.803662e+06,synthetic_0,403
3.1095936,22.128838,1.3463252e+06,synthetic_0,404
-2.0585823,32.746807,-38577.914,synthetic_0,405
17.478918,-12.669247,-1.2474532e+06,synthetic_0,406
4.3730464,35.975513,2.1252778e+06,synthetic_0,407
1.9640814,29.767822,2183.562,synthetic_0,408
-3.5580387,-4.083504,2.0615726e+06,synthetic_0,409
6.1226535,-14.146206,-462138.75,synthetic_0,410
23.655127,13.088712,-3.8249138e+06,synthetic_0,411
-25.910307,-13.800049,1.139823e+06,synthetic_0,412
-12.719167,33.906494,-534392.56,synthetic_0,413
-12.084951,13.222782,-3.2513942e+06,synthetic_0,414
-1.7508903,51.029243,507777.7,synthetic_0,415
1.5251648,0.940026,-960472.1,synthetic_0,416
10.631485,-52.230293,-480950.94,synthetic_0,417
11.27967,40.69922,1.5976646e+06,synthetic_0,418
-15.234023,15.029357,2.2131278e+06,synthetic_0,419
-20.541143,3.3821268,1.6739604e+06,synthetic_0,420
0.96962124,25.303623,-173379.28,synthetic_0,421
12.018375,-3.8690665,304664.84,synthetic_0,422
3.4865563,-7.7565827,596363.7,synthetic_0,423
-2.3987775,8.946613,974874.3,synthetic_0,424
-13.4925375,-10.614984,329526.66,synthetic_0,425
22.626673,-43.075745,-1.811204e+06,synthetic_0,426
11.749105,24.651276,-814219.44,synthetic_0,427
29.015995,10.01309,-685344.25,synthetic_0,428
10.195232,12.16304,-1.6647689e+06,synthetic_0,429
-20.870768,14.609019,2.3254552e+06,synthetic_0,430
7.6269298,-30.088848,2.6055742e+06,synthetic_0,431
-11.598919,14.90931,1.066754e+06,synthetic_0,432
1.8839235,23.432716,1.371583e+06,synthetic_0,433
22.091768,-35.119102,-3.4306685e+06,synthetic_0,434
19.48346,0.32548323,179674.66,synthetic_0,435
6.6176906,-5.573341,430576.8,synthetic_0,436
-7.2958255,1.0442592,-58782.043,synthetic_0,437
4.2675357,5.189696,1.4076652e+06,synthetic_0,438
11.408479,5.9931364,436874.84,synthetic_0,439
16.432135,17.295687,-502701.88,synthetic_0,440
0.08190827,-18.937792,3.962671e+06,synthetic_0,441
-2.0296388,-2.4449751,502103.78,synthetic_0,442
16.908659,-3.5222404,917693.4,synthetic_0,443
19.361214,10.786204,-1.0188735e+06,synthetic_0,444
-3.9771123,-5.877066,3.2695375e+06,synthetic_0,445
-3.4487948,-5.1287084,2.5246655e+06,synthetic_0,446
13.042278,6.0655847,-1.506556e+06,synthetic_0,447
12.326855,-10.154057,1.9715892e+06,synthetic_0,448
-10.123796,-33.88632,1.2619622e+06,synthetic_0,449
-3.800026,-23.25349,2.7765102e+06,synthetic_0,450
0.30848482,33.589966,-84549.62,synthetic_0,451
14.307677,37.05815,786728.56,synthetic_0,452
14.293481,33.672318,1.638624e+06,synthetic_0,453
12.286841,9.721605,1.01176256e+06,synthetic_0,454
3.3940446,9.795366,840534.3,synthetic_0,455
-2.4397616,-27.386065,997898.2,synthetic_0,456
-0.26239106,-3.4836156,-446239.44,synthetic_0,457
26.802074,-11.180891,-232282.34,synthetic_0,458
20.283072,-39.14039,-222628.8,synthetic_0,459
2.8912935,15.795875,1.5245388e+06,synthetic_0,460
-8.745663,8.085203,-476350.62,synthetic_0,461
-20.747469,-15.796968,1.6073012e+06,synthetic_0,462
17.142387,9.409813,-1.4543355e+06,synthetic_0,463
7.1447854,-17.80326,-1.7620692e+06,synthetic_0,464
15.415924,8.22353,859408.25,synthetic_0,465
-6.2150245,-6.693397,1.2677134e+06,synthetic_0,466
-5.02105,-33.68907,223885.44,synthetic_0,467
-2.5554981,14.161633,1.5833248e+06,synthetic_0,468
-3.1935043,-10.900718,742425.2,synthetic_0,469
-3.5004644,-3.8601573,-2.0703345e+06,synthetic_0,470
-5.416618,-2.9980867,1.8575896e+06,synthetic_0,471
7.5908217,47.999393,2.473389e+06,synthetic_0,472
-0.035262305,-7.3098454,1.1570099e+06,synthetic_0,473
0.5618921,35.7519,-1.1462695e+06,synthetic_0,474
10.157424,-22.865557,-1.2180364e+06,synthetic_0,475
10.5468855,8.077062,-903615.6,synthetic_0,476
4.3147526,-0.82141525,1.4380118e+06,synthetic_0,477
1.4678226,30.519815,-1.2385788e+06,synthetic_0,478
-15.926047,21.114979,1.4077166e+06,synthetic_0,479
5.770923,27.313944,2.6241065e+06,synthetic_0,480
8.02467,-25.227535,921502.7,synthetic_0,481
3.2056727,0.3308026,-1.6513838e+06,synthetic_0,482
1.8117912,-7.8901525,-564238.56,synthetic_0,483
-0.78730196,-8.286152,3.0066745e+06,synthetic_0,484
-0.010383086,-29.013916,-420196.06,synthetic_0,485
10.107436,9.396664,-726926.6,synthetic_0,486
-18.039585,15.593321,-982574.6,synthetic_0,487
12.41115,31.286987,-484984.38,synthetic_0,488
32.96168,4.0221386,-2.0588871e+06,synthetic_0,489
5.9056435,-26.224403,-513017.75,synthetic_0,490
11.62162,-19.734325,2.4056188e+06,synthetic_0,491
-9.730338,-26.697453,-174515.36,synthetic_0,492
